"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"38","no","no","yes","13-15years","white","no","13","0","1","30","northcentral"
"30","yes","no","yes","13-15years","white","no","17","0","2","29","northcentral"
"35","no","no","no","12years","white","no","7","2","0","11","northcentral"
"32","no","no","no","12years","white","no","19","0","1","6","northcentral"
"40","no","yes","yes","16years","white","no","14","1","1","15","northcentral"
"0","no","no","no","<9years","white","no","51","0","0","0","northcentral"
"45","yes","no","yes","16years","white","no","8","0","0","31","northcentral"
"0","yes","no","yes","16years","white","no","9","1","0","33","northcentral"
"40","yes","no","yes","13-15years","white","no","20","0","1","32","northcentral"
"40","yes","no","yes","12years","white","no","28","0","0","59","northcentral"
"40","no","yes","yes",">16years","white","no","15","0","0","26.923","northcentral"
"40","yes","no","yes","9-11years","white","no","19.5","0","1","19","northcentral"
"40","no","yes","no","12years","white","no","10","1","0","0","northcentral"
"25","yes","no","yes","12years","white","no","45","0","0","0","northcentral"
"35","no","yes","no","12years","white","no","39","0","0","12.59","northcentral"
"10","no","no","no","12years","white","no","13","2","0","42","northcentral"
"36","yes","no","yes","13-15years","white","no","31","0","0","14.077","northcentral"
"37","yes","no","yes","12years","white","no","33","0","0","32","northcentral"
"0","yes","no","yes","16years","white","no","11","2","0","30","northcentral"
"0","no","no","no","12years","white","no","34","0","1","60","northcentral"
"40","no","yes","no","13-15years","white","no","30","0","0","0","northcentral"
"32","no","yes","no","13-15years","white","no","11","1","0","21.8","northcentral"
"40","no","yes","yes","13-15years","white","no","22","0","0","17.2","northcentral"
"0","yes","no","yes","13-15years","white","no","27","0","2","24.232","northcentral"
"40","no","yes","no","13-15years","white","no","21","0","2","37.44","northcentral"
"58","yes","yes","yes",">16years","white","no","37","0","0","27.8","northcentral"
"24","yes","yes","yes","13-15years","white","no","14","0","2","40","northcentral"
"35","no","no","no","13-15years","white","no","14","0","3","0","northcentral"
"30","yes","no","yes","16years","white","no","24","0","2","25.34","northcentral"
"0","no","no","no","12years","white","no","28","0","0","4.43","northcentral"
"35","yes","yes","yes","13-15years","white","no","25","0","3","37.335","northcentral"
"40","yes","yes","yes","13-15years","white","no","27","0","0","40","northcentral"
"40","no","yes","no","12years","white","no","21","0","1","18","northcentral"
"50","yes","yes","yes","16years","white","no","24","0","2","42","northcentral"
"46","no","no","no","16years","white","no","6","0","0","0","northcentral"
"40","no","no","no","12years","white","no","23","0","0","25","northcentral"
"0","no","no","no","<9years","white","no","14","1","2","16.6","northcentral"
"32","yes","no","yes","12years","white","no","15","1","1","16.93","northcentral"
"0","no","no","no","13-15years","white","no","12","2","0","29","northcentral"
"45","no","yes","no","16years","white","no","23","0","3","119.999","northcentral"
"0","yes","no","yes","13-15years","white","no","11","2","0","62.2","northcentral"
"50","yes","no","yes","12years","white","no","16","1","0","45","northcentral"
"0","no","no","no","12years","white","no","47","0","0","0","northcentral"
"40","no","no","no","12years","white","no","23","0","1","0","northcentral"
"20","yes","no","yes","13-15years","white","no","10","1","0","57.55","northcentral"
"40","no","yes","no","16years","white","no","7","1","0","1.28","northcentral"
"26","no","no","no","12years","white","no","27","0","1","0","northcentral"
"27","yes","yes","yes","16years","white","no","8","2","0","22.1","northcentral"
"50","yes","yes","yes","12years","white","no","42","0","0","26","northcentral"
"32","yes","no","yes","12years","white","no","19","0","2","32","northcentral"
"40","no","no","no","12years","white","no","13","1","2","11.161","northcentral"
"0","yes","no","yes","12years","white","no","23","0","2","53","northcentral"
"39","no","yes","yes","12years","white","no","20","0","0","29.246","northcentral"
"40","yes","no","yes","12years","white","no","33","0","0","31","northcentral"
"40","yes","no","yes","12years","white","no","9","1","1","25","northcentral"
"40","no","no","no","12years","white","no","31","0","1","0","northcentral"
"0","no","no","no","12years","white","no","28","0","0","0","northcentral"
"40","no","yes","no","13-15years","white","no","14","2","1","4.8","northcentral"
"40","yes","no","yes","13-15years","white","no","7","0","0","13","northcentral"
"40","no","yes","yes","12years","white","no","29","0","0","30.806","northcentral"
"40","no","yes","no","12years","white","no","31","0","0","0","northcentral"
"40","no","no","no","13-15years","white","no","25","1","1","0","northcentral"
"40","no","yes","no","12years","white","no","33","0","0","31.2","northcentral"
"40","yes","no","yes","13-15years","white","no","19","0","2","41","northcentral"
"40","no","yes","no","12years","white","no","16","1","2","23.105","northcentral"
"36","yes","no","yes","13-15years","white","no","15","0","2","28","northcentral"
"40","no","no","no","9-11years","white","no","17.5","0","1","5.988","northcentral"
"0","yes","no","yes","13-15years","white","no","41","0","0","0","northcentral"
"0","yes","no","yes",">16years","white","no","10","0","0","71.43","northcentral"
"30","no","yes","no",">16years","white","no","10","2","0","0","northcentral"
"38","no","yes","no","9-11years","black","no","39.5","0","0","0","northcentral"
"35","no","yes","no","13-15years","black","no","8","0","1","17","northcentral"
"35","no","no","no","12years","black","no","43","0","0","0","northcentral"
"10","yes","no","yes","13-15years","white","no","24","0","1","31.2","northcentral"
"45","no","no","no","16years","white","no","9","0","0","30","northcentral"
"45","yes","yes","yes",">16years","white","no","27","0","0","60","northcentral"
"40","yes","no","yes","9-11years","white","no","37.5","0","0","61","northcentral"
"40","yes","no","yes","13-15years","white","no","26","0","2","35","northcentral"
"0","no","yes","no","13-15years","white","no","12","1","2","46.8","northcentral"
"40","yes","no","yes","13-15years","white","no","20","0","2","35.698","northcentral"
"0","yes","no","yes","12years","white","no","22","0","1","45","northcentral"
"40","yes","no","yes","12years","white","no","32","0","0","43.553","northcentral"
"0","yes","no","yes","<9years","white","no","44","0","0","35","northcentral"
"50","no","yes","yes",">16years","black","no","24","0","0","67.925","northcentral"
"25","yes","yes","yes","12years","white","no","11","2","2","18.72","northcentral"
"0","yes","no","yes","9-11years","white","no","45.5","0","0","0","northcentral"
"0","no","no","no","9-11years","white","no","46.5","0","0","0","northcentral"
"40","no","yes","no","13-15years","white","no","10","1","0","12","northcentral"
"50","no","no","no","13-15years","white","no","6","1","0","3","northcentral"
"0","no","no","yes","9-11years","white","no","21.5","0","2","22","northcentral"
"40","no","yes","no","13-15years","white","no","36","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","39","0","0","36.4","northcentral"
"0","no","no","no","12years","white","no","43","0","0","0","northcentral"
"40","no","no","no","12years","white","no","28","0","0","20.781","northcentral"
"0","no","no","no","13-15years","black","no","23","0","0","3.6","northcentral"
"20","no","no","no","12years","white","no","22","0","3","45","northcentral"
"40","no","yes","yes","16years","white","no","21","0","1","50","northcentral"
"20","no","no","no","16years","white","no","21","0","3","0","northcentral"
"0","yes","no","yes","13-15years","white","no","28","0","0","50.942","northcentral"
"40","yes","no","yes","12years","white","no","20","1","1","38","northcentral"
"45","no","yes","no",">16years","white","no","7","1","1","53.82","northcentral"
"40","no","yes","yes","12years","white","no","10","0","0","54.4","northcentral"
"40","yes","yes","yes","13-15years","white","no","20","1","2","45","northcentral"
"0","no","no","yes",">16years","white","no","7","1","0","31","northcentral"
"50","yes","yes","yes",">16years","white","no","29","0","0","42","northcentral"
"40","no","yes","yes",">16years","white","no","32","0","0","23","northcentral"
"40","yes","no","yes","12years","white","no","35","0","0","69.16","northcentral"
"0","yes","no","yes","<9years","white","no","26","0","1","82","northcentral"
"50","no","yes","yes","16years","white","no","25","0","2","43","northcentral"
"40","no","yes","no","13-15years","white","no","30","0","0","12","northcentral"
"35","yes","no","yes","12years","black","no","15","0","3","33","northcentral"
"0","no","yes","no","12years","white","no","25","0","2","50","northcentral"
"30","yes","no","yes","13-15years","white","no","19","0","2","18","northcentral"
"40","yes","yes","yes","12years","white","no","23","0","0","0","northcentral"
"42","yes","no","yes","16years","white","no","16","0","0","70","northcentral"
"60","no","yes","yes",">16years","white","no","30","0","0","99.999","northcentral"
"38","yes","yes","yes","13-15years","white","no","39","0","0","33","northcentral"
"40","yes","yes","yes","13-15years","white","no","9","0","0","31","northcentral"
"45","no","yes","no","16years","white","no","10","0","0","0","northcentral"
"0","no","no","no","12years","white","no","41","0","0","5","northcentral"
"28","yes","no","yes","13-15years","white","no","31","0","0","38","northcentral"
"0","yes","no","yes","16years","white","no","20","1","0","150","northcentral"
"0","yes","no","yes",">16years","white","no","17","1","2","99.999","northcentral"
"40","no","yes","yes","12years","white","no","11","0","0","24","northcentral"
"70","no","yes","yes",">16years","white","no","39","0","0","0","northcentral"
"32","yes","no","yes","12years","white","no","37","0","0","0","northcentral"
"40","yes","no","yes","16years","black","no","17","0","0","48","northcentral"
"50","yes","no","yes","13-15years","black","no","19","0","3","43","northcentral"
"40","yes","yes","yes","16years","black","no","27","0","1","0","northcentral"
"30","yes","no","yes","12years","white","no","28","0","0","48","northcentral"
"40","yes","yes","yes","16years","white","no","9","0","0","32","northcentral"
"30","no","yes","yes","16years","white","yes","5","0","0","63","northcentral"
"40","yes","no","yes","13-15years","white","no","7","0","0","35","northcentral"
"35","no","yes","yes","16years","white","no","4","0","0","18","northcentral"
"40","yes","no","yes","12years","white","no","13","0","2","19.15","northcentral"
"40","yes","no","yes","13-15years","black","no","16","0","3","28","northcentral"
"26","yes","no","yes",">16years","black","no","16","0","2","18","northcentral"
"20","yes","yes","yes","13-15years","black","no","26","0","1","99.999","northcentral"
"40","yes","yes","yes","13-15years","white","no","36","0","0","14.5","northcentral"
"40","yes","yes","yes","13-15years","white","yes","38","0","0","29","northcentral"
"32","yes","no","yes","9-11years","white","no","35.5","0","0","45","northcentral"
"40","no","no","no","12years","white","no","24","2","0","0","northcentral"
"30","yes","no","yes","12years","white","no","16","0","0","18","northcentral"
"0","yes","no","yes","12years","white","no","12","1","0","0","northcentral"
"40","no","yes","no","12years","white","no","39","0","0","0","northcentral"
"40","yes","no","yes","12years","white","no","36","0","0","27","northcentral"
"40","yes","no","yes","16years","white","no","4","0","0","39.8","northcentral"
"0","yes","no","yes","9-11years","white","no","48.5","0","0","36","northcentral"
"25","yes","no","yes","12years","white","no","30","0","0","45","northcentral"
"0","yes","no","yes","12years","white","no","33","0","1","25","northcentral"
"35","yes","yes","yes","12years","white","no","37","0","0","36","northcentral"
"0","yes","no","yes","12years","white","no","32","0","2","29.905","northcentral"
"15","yes","no","yes","12years","white","no","40","0","0","0","northcentral"
"0","yes","no","yes","9-11years","white","no","6.5","2","0","7.6","northcentral"
"40","yes","yes","yes","13-15years","white","no","35","0","0","21","northcentral"
"25","no","no","no","12years","white","no","34","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","16","0","2","26","northcentral"
"43","yes","no","yes","16years","white","no","20","0","1","58","northcentral"
"40","no","no","no",">16years","white","no","22","0","0","37","northcentral"
"40","no","yes","no","16years","white","no","4","0","0","30","northcentral"
"60","no","no","no","13-15years","white","no","25","0","0","35","northcentral"
"40","no","yes","yes",">16years","white","no","3","0","0","34.475","northcentral"
"29","yes","no","yes","12years","white","no","37","0","0","28.5","northcentral"
"40","yes","no","yes","12years","white","no","18","1","1","28","northcentral"
"42","yes","no","yes","13-15years","white","no","16","0","0","16.333","northcentral"
"40","no","no","no","12years","other","no","11","2","2","13.2","northcentral"
"40","no","yes","yes","12years","other","no","43","0","0","0","northcentral"
"20","no","no","no","13-15years","white","no","2","0","0","18","northcentral"
"38","no","no","no","13-15years","white","yes","8","1","0","6.2","northcentral"
"35","yes","no","yes","12years","white","no","11","1","1","35","northcentral"
"40","no","no","no","12years","white","no","19","0","4","22","northcentral"
"40","no","no","no","9-11years","white","no","27.5","0","0","0","northcentral"
"0","yes","no","yes","13-15years","white","no","9","2","0","30","northcentral"
"27","yes","no","yes","12years","white","no","33","0","0","60","northcentral"
"35","no","yes","yes","12years","white","no","18","0","3","17","northcentral"
"40","yes","yes","yes","12years","white","no","22","0","1","18","northcentral"
"8","yes","no","yes","12years","white","no","25","0","2","35","northcentral"
"0","no","no","no","<9years","white","no","24","2","1","6.55","northcentral"
"36","no","no","no","12years","white","no","20","1","1","18","northcentral"
"0","yes","no","yes","<9years","white","no","50","0","0","0","northcentral"
"40","yes","yes","yes","16years","white","no","28","0","0","48","northcentral"
"50","yes","no","yes",">16years","white","no","6","1","0","50","northcentral"
"45","yes","yes","yes","13-15years","white","no","25","0","2","60","northcentral"
"0","yes","no","yes","12years","white","no","24","0","1","62","northcentral"
"40","yes","yes","yes","12years","white","no","26","0","1","0","northcentral"
"35","yes","no","yes","13-15years","white","no","0","0","0","26.7","northcentral"
"24","yes","no","yes","13-15years","white","no","10","1","0","14","northcentral"
"53","yes","no","yes","12years","white","no","37","0","0","64","northcentral"
"0","yes","no","yes","9-11years","white","no","39.5","0","0","15.74","northcentral"
"0","no","no","no","9-11years","white","no","15.5","0","1","0","northcentral"
"0","yes","no","yes","9-11years","white","no","42.5","0","0","32","northcentral"
"0","yes","no","yes",">16years","white","no","12","1","1","40","northcentral"
"0","yes","no","yes","16years","white","no","22","0","3","91.89","northcentral"
"30","yes","no","yes","12years","white","yes","14","1","1","34","northcentral"
"0","yes","no","yes","13-15years","white","no","9","2","0","52","northcentral"
"40","yes","no","yes","12years","white","no","19","0","1","45","northcentral"
"0","yes","no","yes","12years","white","no","39","0","0","29.2","northcentral"
"0","yes","no","yes","12years","white","no","21","0","0","24.6","northcentral"
"20","no","yes","no","12years","white","no","27","0","0","0","northcentral"
"20","no","no","no","13-15years","white","no","8","0","0","0","northcentral"
"0","yes","no","yes","13-15years","white","no","12","2","1","99.999","northcentral"
"0","yes","no","yes","12years","white","no","46","0","0","0","northcentral"
"45","yes","no","yes","13-15years","white","no","11","1","0","21.148","northcentral"
"50","yes","no","yes",">16years","white","no","15","1","2","20","northcentral"
"35","no","yes","no","13-15years","white","no","20","0","2","66","northcentral"
"24","yes","no","yes","13-15years","white","no","15","2","0","54","northcentral"
"40","no","yes","yes","13-15years","white","no","8","0","0","26","northcentral"
"40","yes","no","yes","12years","white","no","22","0","4","44.501","northcentral"
"50","no","yes","no",">16years","white","no","19","0","0","0","northcentral"
"40","no","yes","no","13-15years","white","no","23","0","0","12.96","northcentral"
"40","no","yes","no","12years","white","no","16","0","2","50","northcentral"
"45","no","yes","yes","16years","white","no","11","0","0","20","northcentral"
"40","yes","no","yes","16years","white","no","6","0","0","22.453","northcentral"
"0","no","yes","no","13-15years","white","no","41","0","1","20","northcentral"
"40","no","yes","no","16years","white","no","13","0","1","28","northcentral"
"40","yes","no","yes","12years","white","no","28","0","0","43.175","northcentral"
"40","no","yes","no","12years","white","no","29","0","0","20","northcentral"
"37","no","yes","yes","13-15years","white","no","21","0","1","15.6","northcentral"
"40","yes","yes","yes","12years","white","no","12","1","0","24","northcentral"
"2","yes","no","yes",">16years","white","no","12","1","1","70","northcentral"
"0","yes","no","yes","13-15years","white","no","4","1","0","27.75","northcentral"
"60","yes","no","yes","13-15years","white","no","5","1","1","18.9","northcentral"
"30","no","no","yes","13-15years","white","no","15","0","2","13.849","northcentral"
"0","yes","no","yes","13-15years","white","no","13","2","2","42","northcentral"
"0","yes","no","yes","12years","white","yes","31","0","0","38","northcentral"
"0","yes","no","yes","9-11years","white","no","46.5","0","0","0","northcentral"
"40","yes","yes","yes","16years","white","no","4","0","0","28","northcentral"
"0","yes","no","yes","12years","white","no","46","0","0","0","northcentral"
"25","no","yes","no","13-15years","white","no","27","0","1","30","northcentral"
"0","yes","no","yes","12years","white","no","17","0","0","44.7","northcentral"
"40","no","yes","yes","12years","white","no","19","0","1","35","northcentral"
"40","no","no","no","13-15years","white","no","3","0","0","38","northcentral"
"40","no","no","no","12years","white","no","2","0","0","10","northcentral"
"40","yes","yes","yes","12years","white","no","16","0","3","17.732","northcentral"
"40","no","yes","no","12years","white","no","26","0","0","0","northcentral"
"37","no","yes","no","12years","white","no","21","0","2","0","northcentral"
"40","no","no","yes","13-15years","white","no","28","0","0","0","northcentral"
"40","no","yes","no","12years","white","no","34","0","0","0","northcentral"
"15","yes","no","yes","12years","white","no","15","0","2","21","northcentral"
"16","yes","no","yes","12years","white","no","46","0","0","0","northcentral"
"40","no","yes","no","12years","white","no","17","0","3","0","northcentral"
"0","no","no","no","12years","white","no","46","0","0","0","northcentral"
"0","no","no","no","12years","white","no","35","0","0","0","northcentral"
"40","yes","no","yes","12years","white","no","28","0","0","20","northcentral"
"48","no","no","no","13-15years","white","no","17","0","2","100","northcentral"
"13","yes","no","yes","12years","white","no","34","0","0","27","northcentral"
"40","yes","no","yes","12years","white","no","13","0","1","26","northcentral"
"0","yes","no","yes","12years","other","no","35","0","0","49","northcentral"
"40","yes","no","yes","16years","white","no","6","1","0","20.1","northcentral"
"40","no","yes","no",">16years","white","no","2","0","0","8","northcentral"
"60","yes","no","yes","16years","white","no","2","0","0","5.6","northcentral"
"40","no","no","yes",">16years","white","no","15","0","0","0.6","northcentral"
"0","no","no","no","13-15years","other","no","8","0","1","0","northcentral"
"20","yes","no","yes","13-15years","white","no","24","0","3","40.3","northcentral"
"45","no","yes","no","16years","white","no","33","0","0","0","northcentral"
"0","yes","no","yes","12years","white","no","40","0","0","41.995","northcentral"
"0","no","no","no","12years","white","no","20","0","2","0","northcentral"
"0","no","no","no","13-15years","other","no","18","2","3","4","northcentral"
"30","yes","no","yes",">16years","white","no","12","1","1","47","northcentral"
"35","yes","no","yes","12years","white","no","25","0","0","23.314","northcentral"
"46","no","no","no","12years","white","no","29","0","0","0","northcentral"
"35","yes","no","yes","12years","white","no","7","0","0","17.992","northcentral"
"0","no","no","no","12years","white","no","45","0","0","0","northcentral"
"39","yes","no","yes","12years","white","no","24","0","1","58","northcentral"
"40","no","yes","yes","16years","white","no","5","0","0","24","northcentral"
"40","no","yes","yes","16years","white","no","19","0","0","50","northcentral"
"0","no","yes","no","9-11years","white","no","42.5","0","0","0","northcentral"
"0","no","no","no","<9years","white","no","41","0","0","0","northcentral"
"42","yes","no","yes","16years","white","no","21","0","3","99.999","northcentral"
"20","no","yes","no","16years","white","no","11","2","1","89","northcentral"
"40","yes","yes","yes","12years","white","no","18","1","0","28.034","northcentral"
"40","no","yes","no","12years","white","no","20","0","2","0","northcentral"
"10","yes","no","yes","12years","white","no","18","0","2","30","northcentral"
"40","no","yes","yes","13-15years","white","no","14","0","2","95","northcentral"
"40","yes","no","yes","9-11years","white","no","16.5","0","1","17.6","northcentral"
"29","no","yes","no","13-15years","white","no","28","0","0","13","northcentral"
"40","no","yes","yes","12years","white","no","38","0","0","60","northcentral"
"16","yes","no","yes","13-15years","white","no","18","1","2","13.8","northcentral"
"33","yes","yes","yes","12years","white","no","31","0","0","41.263","northcentral"
"2","yes","no","yes","13-15years","white","no","11","1","1","35","northcentral"
"45","yes","no","yes","13-15years","white","no","20","0","2","38","northcentral"
"44","yes","no","yes","12years","white","no","36","0","0","24.336","northcentral"
"40","no","yes","no","13-15years","white","no","13","1","1","19.999","northcentral"
"16","no","yes","no","12years","white","no","12","2","1","0","northcentral"
"0","yes","no","yes","16years","white","no","22","1","1","99.999","northcentral"
"40","no","yes","no","13-15years","white","no","32","0","1","22","northcentral"
"0","no","no","no","12years","white","no","37","0","0","0","northcentral"
"0","no","no","no","<9years","white","no","50","0","0","0","northcentral"
"39","yes","no","yes","12years","white","no","22","0","0","18.971","northcentral"
"70","yes","no","yes","12years","white","no","23","0","0","48.5","northcentral"
"30","yes","no","yes","9-11years","white","no","40.5","0","0","18","northcentral"
"40","no","yes","no","16years","white","no","21","0","1","0","northcentral"
"38","no","yes","yes","12years","white","no","24","0","0","51.5","northcentral"
"0","yes","no","yes","13-15years","white","no","9","1","0","99.999","northcentral"
"0","yes","no","yes","16years","white","no","22","1","1","24.27","northcentral"
"0","no","no","no","9-11years","white","no","34.5","0","0","9.6","northcentral"
"20","yes","no","yes","12years","white","no","41","0","0","18.983","northcentral"
"40","yes","no","yes","12years","white","no","8","1","0","40","northcentral"
"38","no","yes","no","12years","white","no","25","0","1","3.2","northcentral"
"25","yes","no","yes","16years","white","no","3","0","0","22.3","northcentral"
"40","no","no","no","16years","white","no","20","0","3","0","northcentral"
"12","no","no","no","12years","white","no","44","0","0","0","northcentral"
"40","yes","no","yes","13-15years","white","no","29","0","0","14.163","northcentral"
"0","no","no","no","12years","white","no","23","0","0","0","northcentral"
"30","no","yes","no","12years","white","no","28","0","1","0","northcentral"
"0","yes","no","yes","12years","white","no","36","0","0","28.177","northcentral"
"40","no","yes","no","13-15years","white","no","22","1","2","22.887","northcentral"
"50","yes","yes","yes","12years","white","no","13","0","0","32","northcentral"
"28","yes","no","yes","12years","white","no","23","0","0","25","south"
"40","yes","yes","yes","12years","white","no","29","0","0","40.477","south"
"0","no","no","no","12years","white","no","8","2","0","0.3","south"
"40","no","yes","no","12years","white","no","18","1","0","22","south"
"40","no","no","no","12years","black","no","12","2","2","15.5","south"
"40","no","yes","yes","12years","white","no","15","0","1","50","south"
"0","no","no","no","<9years","white","yes","35","0","0","13","south"
"40","no","no","no","13-15years","white","no","20","0","1","26","south"
"0","no","no","no","<9years","white","yes","48","0","0","0","south"
"40","yes","no","yes","12years","white","yes","15","2","1","29.5","south"
"0","no","no","no","16years","black","yes","3","1","0","17","south"
"0","no","no","no","12years","white","yes","13","2","0","13","south"
"0","no","no","no","12years","white","yes","33","0","0","18.304","south"
"0","no","no","no","9-11years","white","yes","28.5","0","0","5.175","south"
"35","no","yes","no",">16years","white","yes","16","0","4","30","south"
"0","no","no","no","<9years","white","yes","42","0","0","0","south"
"0","no","no","no","12years","white","yes","21","2","0","16.32","south"
"0","yes","no","yes","13-15years","white","yes","34","0","0","46.5","south"
"40","yes","no","yes","13-15years","white","yes","24","0","1","99.999","south"
"40","yes","yes","yes","13-15years","white","yes","29","0","2","21","south"
"40","yes","no","yes","16years","black","no","27","0","1","20.16","south"
"0","no","no","no","12years","black","no","40","0","0","0","south"
"39","no","no","no","13-15years","black","no","6","2","0","1.82","south"
"40","yes","no","yes","13-15years","black","no","29","0","0","25","south"
"37","yes","no","yes","12years","black","no","34","0","0","50","south"
"0","yes","no","yes","13-15years","white","no","7","1","0","92","south"
"20","yes","no","yes","12years","white","no","18","0","2","44","south"
"45","yes","yes","yes","16years","white","no","19","0","0","39","south"
"40","yes","no","yes","12years","white","no","10","1","3","24.96","south"
"40","yes","yes","yes","13-15years","white","no","15","0","1","40","south"
"40","no","yes","yes","16years","white","no","11","0","0","39.676","south"
"40","yes","no","yes","13-15years","white","no","19","0","1","56","south"
"30","no","yes","yes","16years","white","no","7","1","0","10.2","south"
"40","no","yes","no","13-15years","white","no","15","0","1","0","south"
"40","no","no","no","13-15years","white","no","21","0","1","51","south"
"40","no","yes","no","9-11years","black","no","32.5","0","0","0","south"
"30","no","no","no","12years","white","no","5","2","0","15","south"
"40","yes","yes","yes","12years","white","no","13","1","2","36","south"
"0","no","no","no","<9years","white","yes","16","1","0","13","south"
"0","no","yes","no","<9years","white","yes","8","2","0","23","south"
"40","no","no","no","9-11years","white","no","42.5","0","0","79","south"
"0","no","no","no","13-15years","white","no","16","1","2","0","south"
"40","no","no","no","9-11years","white","no","9.5","2","0","0","south"
"40","no","yes","yes","12years","white","no","4","0","0","14","south"
"40","no","no","no","16years","white","no","20","0","1","18.16","south"
"0","yes","no","yes","16years","white","no","10","1","0","44","south"
"0","yes","no","yes",">16years","white","no","12","2","1","47","south"
"50","yes","yes","yes","13-15years","white","yes","18","0","2","24","south"
"20","no","yes","no",">16years","white","no","9","1","0","2","south"
"40","yes","no","yes","13-15years","white","no","21","0","1","0","south"
"15","yes","no","yes","12years","white","no","43","0","0","3.1","south"
"40","yes","no","yes","12years","white","no","18","1","1","12","south"
"40","no","yes","no","12years","white","no","34","0","0","39","south"
"0","no","no","no","12years","white","no","19","1","2","0","south"
"0","no","no","no","9-11years","white","no","44.5","0","0","0","south"
"40","yes","yes","yes",">16years","white","no","5","0","0","49","south"
"25","no","yes","no","16years","white","no","36","0","0","25","south"
"40","no","yes","no","13-15years","white","no","24","0","0","65","south"
"40","no","yes","no","16years","white","no","27","0","1","0","south"
"40","yes","no","yes","16years","white","no","25","0","1","40","south"
"0","yes","no","yes","<9years","white","no","49","0","0","0","south"
"30","yes","no","yes","12years","white","no","13","0","3","36","south"
"65","no","no","yes","16years","white","no","16","1","1","42","south"
"0","no","yes","no",">16years","white","no","14","1","1","99.999","south"
"0","no","no","no","16years","black","no","42","0","0","0","south"
"40","no","yes","no","13-15years","white","no","4","0","0","10","south"
"40","yes","no","yes",">16years","white","no","0","0","0","21.9","south"
"40","no","yes","no","12years","white","no","36","0","0","0","south"
"40","yes","no","yes","12years","white","no","12","1","2","21","south"
"30","no","no","no","9-11years","white","no","39.5","0","0","13","south"
"50","yes","yes","yes","16years","white","no","15","1","0","57.401","south"
"0","yes","no","yes","12years","white","no","14","0","1","47","south"
"40","no","no","no","13-15years","white","no","22","0","1","2.5","south"
"32","yes","no","yes","12years","white","no","14","1","0","35","south"
"40","yes","no","yes","13-15years","black","no","25","0","0","26.54","south"
"50","no","yes","no","13-15years","black","no","10","2","0","7.68","south"
"0","no","yes","no","12years","white","no","44","0","0","0","south"
"10","no","no","no","12years","white","no","29","0","2","30","south"
"22","no","no","no","12years","white","no","26","0","0","12","south"
"30","yes","no","yes","16years","white","no","16","0","2","99.999","south"
"40","no","yes","yes","13-15years","white","no","23","1","0","55","south"
"40","no","yes","no","13-15years","white","no","28","0","0","0","south"
"22","no","yes","no","12years","white","no","40","0","0","3.42","south"
"40","no","yes","no","13-15years","white","no","13","0","2","21","south"
"40","no","yes","no","9-11years","black","no","29.5","0","0","5.1","south"
"40","yes","yes","yes",">16years","white","no","22","0","1","0","south"
"35","no","no","no","16years","white","no","13","1","2","50","south"
"40","yes","yes","yes",">16years","white","no","17","1","0","99.999","south"
"42","no","yes","no","16years","black","no","23","0","1","21.832","south"
"40","no","yes","yes","16years","black","no","17","1","1","30","south"
"0","no","yes","no","12years","white","no","46","0","0","0","south"
"40","no","yes","yes","16years","white","no","7","0","0","34","south"
"30","no","no","no","13-15years","white","yes","17","0","2","50","south"
"0","yes","no","yes","12years","white","no","37","0","0","80","south"
"40","yes","no","yes","13-15years","white","no","28","0","2","40","south"
"40","yes","no","yes","13-15years","white","no","28","0","1","45","south"
"40","no","no","no","16years","white","no","32","0","1","31","south"
"48","no","yes","yes","16years","white","no","17","0","1","23.286","south"
"40","yes","no","yes","16years","white","no","7","0","0","50","south"
"30","yes","no","yes","16years","white","no","21","0","1","29.9","south"
"36","yes","no","yes","9-11years","white","no","33.5","0","0","35","south"
"40","no","no","no","9-11years","white","no","24.5","0","1","0","south"
"43","yes","no","yes","9-11years","white","no","21.5","0","2","28","south"
"0","no","no","no","13-15years","white","no","19","0","3","44.699","south"
"0","no","no","no","16years","white","no","41","0","0","0","south"
"40","no","yes","no",">16years","white","no","18","0","1","0","south"
"0","no","yes","yes","13-15years","white","yes","22","0","1","30","south"
"40","no","yes","no","16years","white","no","13","0","0","43","south"
"55","no","yes","no","16years","white","yes","6","0","0","0","south"
"30","no","yes","yes","13-15years","white","no","21","0","1","41.7","south"
"38","no","yes","no","12years","white","no","7","1","0","0","south"
"40","yes","no","yes","12years","black","no","25","1","2","36.5","south"
"0","no","no","no","12years","black","no","31","0","0","50","south"
"40","no","yes","yes","12years","white","no","16","0","2","25","south"
"40","no","no","no","9-11years","black","no","16.5","0","0","0.6","south"
"40","yes","no","yes","13-15years","white","no","18","0","0","28.7","south"
"40","yes","no","yes","12years","white","no","34","0","0","70","south"
"57","no","yes","no","16years","white","no","16","0","2","44","south"
"40","yes","no","yes","13-15years","white","no","27","0","0","70","south"
"40","no","no","yes","16years","black","no","6","1","0","44","south"
"40","yes","yes","yes","16years","white","no","10","1","0","30","south"
"25","no","yes","yes","12years","white","no","24","0","0","20","south"
"16","no","no","no","16years","white","no","36","0","0","2.157","south"
"40","yes","no","yes","12years","white","no","40","0","0","50","south"
"40","yes","yes","yes","12years","white","no","34","0","0","35","south"
